Station Name
99999991
11/29/2021,22:19:30,OUTSDI,0,Samples,G
11/29/2021,22:19:30,OUT,0,,G
11/29/2021,22:25:30,AVGSDI,0.002,m,G
11/29/2021,22:25:30,AVG,0,,B
11/29/2021,22:25:30,STDSDI,0.000,m,G
11/29/2021,22:25:30,STD,0,,B
11/29/2021,22:25:30,CNTSDI,37,Samples,G
11/29/2021,22:25:30,CNT,0,,G
11/29/2021,22:25:30,OUTSDI,0,Samples,G
11/29/2021,22:25:30,OUT,0,,G
11/29/2021,22:31:30,AVGSDI,0.002,m,G
11/29/2021,22:31:30,AVG,0,,B
11/29/2021,22:31:30,STDSDI,0.000,m,G
11/29/2021,22:31:30,STD,0,,B
11/29/2021,22:31:30,CNTSDI,37,Samples,G
11/29/2021,22:31:30,CNT,0,,G
11/29/2021,22:31:30,OUTSDI,0,Samples,G
11/29/2021,22:31:30,OUT,0,,G
11/29/2021,22:37:30,AVGSDI,0.002,m,G
11/29/2021,22:37:30,AVG,0,,B
11/29/2021,22:37:30,STDSDI,0.000,m,G
11/29/2021,22:37:30,STD,0,,B
11/29/2021,22:37:30,CNTSDI,37,Samples,G
11/29/2021,22:37:30,CNT,0,,G
11/29/2021,22:37:30,OUTSDI,0,Samples,G
11/29/2021,22:37:30,OUT,0,,G
11/29/2021,22:43:30,AVGSDI,0.002,m,G
11/29/2021,22:43:30,AVG,0,,B
11/29/2021,22:43:30,STDSDI,0.000,m,G
11/29/2021,22:43:30,STD,0,,B
11/29/2021,22:43:30,CNTSDI,37,Samples,G
11/29/2021,22:43:30,CNT,0,,G
11/29/2021,22:43:30,OUTSDI,0,Samples,G
11/29/2021,22:43:30,OUT,0,,G
11/29/2021,22:49:30,AVGSDI,0.002,m,G
11/29/2021,22:49:30,AVG,0,,B
11/29/2021,22:49:30,STDSDI,0.000,m,G
11/29/2021,22:49:30,STD,0,,B
